MUNICIPIO,NOMBRE INSTITUCION EDUCATIVA,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,DURACIÓN_RESTANTE_CONTRATO,CALIDAD_CONECTIVIDAD,ESTADO_NUM
SOCOTÁ,I.E. TECNICO FRANCISCO JOSE DE CALDAS,ESC SAN PEDRO COCHIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
SOCOTÁ,I.E. TECNICO FRANCISCO JOSE DE CALDAS,ESC SAN PEDRO GUITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOGAMOSO,INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT,ESCUELA CORRALEJAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
SOGAMOSO,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,ESCUELA MILAGRO Y PLAYITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
SOGAMOSO,INSTITUCION EDUCATIVA LOS LIBERTADORES,ESCUELA SIATAME,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
SOGAMOSO,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,ESCUELA VEREDA BATTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
SOGAMOSO,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE MORCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,4.5,18.0,2032-12-01,2997,Media,1.0
SOMONDOCO,I.E. TECNICA JOSE BENIGNO PERILLA,CUCUAVACA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
SOMONDOCO,I.E. NORMAL SUPERIOR VALLE DE TENZA,I.E. NORMAL SUPERIOR VALLE DE TENZA - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,4.5,18.0,2032-12-01,2997,Media,1.0
SORA,I.E. DE SORA,ESC EL SALITRE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SORA,I.E. DE SORA,ESC PITA Y CHONE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SORA,I.E. DE SORA,ESC PORTOBELO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SORA,I.E. DE SORA,ESC TAUSAMENA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SORACÁ,I.E. SIMON BOLIVAR,CENT EDUC PUENTE HAMACA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SORACÁ,I.E. SIMON BOLIVAR,ESC CRUZ BLANCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
SORACÁ,I.E. SIMON BOLIVAR,ESC EL ROSAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SORACÁ,I.E. SIMON BOLIVAR,ESC OTRO LADO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
SORACÁ,I.E. SIMON BOLIVAR,ESC QUEBRADA GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
SORACÁ,I.E. SIMON BOLIVAR,ESC RURAL ALTO NEGRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SORACÁ,I.E. SIMON BOLIVAR,ESC RURAL QUEBRADA VIEJA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
SORACÁ,I.E. SIMON BOLIVAR,ESC RURAL ROMINGUIRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
SORACÁ,I.E. SIMON BOLIVAR,ESUELA RURAL CHAINE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. TECNICA PABLO VI,CENT EDUC AVENDAÑOS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. TECNICA PABLO VI,CENT EDUC CORTADERA GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. TECNICA PABLO VI,CENT EDUC LLANO GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. TECNICA PABLO VI,CENT EDUC MORAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. TECNICA PABLO VI,CENT EDUC SALITRE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. TECNICA PABLO VI,CENT EDUC CATOBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. TECNICA PABLO VI,CENT EDUC CORTADERA CHIQUITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. ADOLFO MARIA JIMENEZ,CENT EDUC BOSIGAS CENTRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. ADOLFO MARIA JIMENEZ,CENT EDUC JOSE JOAQUIN CASTRO MARTINEZ,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. ADOLFO MARIA JIMENEZ,CENT EDUC OCUSA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SOTAQUIRÁ,I.E. ADOLFO MARIA JIMENEZ,ESC JAIME RIAÑO CANO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SUSACÓN,I.E. NUESTRA SEÑORA DEL CARMEN,CENT ED RUR SIAPORA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SUSACÓN,I.E. NUESTRA SEÑORA DEL CARMEN,CENT EDUCATIVO DESAGUADERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
SUTAMARCHÁN,I.E. PEDREGAL ALTO,ESC EL CEDRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SUTAMARCHÁN,I.E. PEDREGAL ALTO,ESC LA ESPERANZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SUTAMARCHÁN,I.E. HECTOR JULIO GOMEZ,ESC ROA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SUTATENZA,I.E. TECNICA SAN BARTOLOME,CENT EDUC GAQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SUTATENZA,I.E. LOS NARANJOS,CENT EDUC GUAMO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SUTATENZA,I.E. LOS NARANJOS,ESC SIGUIQUE ARBOL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
SUTATENZA,I.E. TECNICA SAN BARTOLOME,CENT EDUC PIEDRALARGA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TASCO,I.E. JUAN JOSE RONDON,COL EDUC BAS SANTA LUCIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
TASCO,I.E. JUAN JOSE RONDON,ESC CALLE ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
TASCO,I.E. JORGE GUILLERMO MOJICA MARQUEZ,ESC CHAMIZAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TASCO,I.E. JORGE GUILLERMO MOJICA MARQUEZ,ESC SAN ANTONIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TASCO,I.E. JUAN JOSE RONDON,I.E. JUAN JOSE RONDON - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TASCO,I.E. JUAN JOSE RONDON,LA CHAPA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TASCO,I.E. JUAN JOSE RONDON,NARIÑO UNO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TENZA,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,ESC RURAL DE BARZAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TENZA,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,ESC RURAL DE CORA CHIQUITO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TENZA,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,ESC RURAL DE RESGUARDO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TENZA,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,ESC RURAL HUMBERTO AVILA MORA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TIBANÁ,I.E. ANDRES ROMERO AREVALO,ESC EL CARMEN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TIBANÁ,I.E. SUPANECA,ESC PIEDRAS DE CANDELA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TIBANÁ,I.E. GUSTAVO ROMERO HERNANDEZ,ESC QUICHATOQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TIBANÁ,I.E. GUSTAVO ROMERO HERNANDEZ,ESC RUCHE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TIBANÁ,I.E. GUSTAVO ROMERO HERNANDEZ,ESC SUTA ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TIBANÁ,I.E. GUSTAVO ROMERO HERNANDEZ,ESC ZANJA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TIBANÁ,I.E. ANDRES ROMERO AREVALO,I.E. ANDRES ROMERO AREVALO - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TIBANÁ,I.E. SUPANECA,SEDE NUEVO MILENIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TIBASOSA,I.E. TECNICO INDUSTRIAL,CED CHORRITO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TIBASOSA,I.E. JORGE CLEMENTE PALACIOS,CED EL HATO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TIBASOSA,I.E. JORGE CLEMENTE PALACIOS,CED ESTERILLAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TIBASOSA,I.E. JORGE CLEMENTE PALACIOS,CED LA BOYERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TIBASOSA,I.E. JORGE CLEMENTE PALACIOS,CED LA CARRERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TIBASOSA,I.E. TECNICO INDUSTRIAL,CED LAS VUELTAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TIBASOSA,I.E. TECNICO INDUSTRIAL,CED PUENTE DE LA BALSA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TIBASOSA,I.E. TECNICO INDUSTRIAL,ESC LA ESTACIÓN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TIBASOSA,I.E. ROBERTO FRANCO IZASA,I.E. ROBERTO FRANCO IZASA - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,4.5,18.0,2032-12-01,2997,Media,0.5
TIBASOSA,I.E. TECNICO INDUSTRIAL,I.E. TECNICO INDUSTRIAL - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,5.25,21.0,2032-12-01,2997,Alta,1.0
TINJACÁ,I.E. MARIANO OSPINA PEREZ,ESC FUNZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TINJACÁ,I.E. MARIANO OSPINA PEREZ,ESC PEÑAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TINJACÁ,I.E. MARIANO OSPINA PEREZ,ESC SANTA BARBARA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TIPACOQUE,I.E. LUCAS CABALLERO CALDERON,ESC RURAL EL PALMAR,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
TIPACOQUE,I.E. LUCAS CABALLERO CALDERON,ESC RURAL FRANCISCO DE PAULA SANTANDER,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TIPACOQUE,I.E. LUCAS CABALLERO CALDERON,ESC RURAL LA CARRERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TIPACOQUE,I.E. LUCAS CABALLERO CALDERON,ESC RURAL OVACHIA ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TIPACOQUE,I.E. LUCAS CABALLERO CALDERON,ESC RURAL SIMON BOLIVAR,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TOCA,I.E. TECNICA PLINIO MENDOZA NEIRA,ESC CENTRO ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TOCA,I.E. TECNICA PLINIO MENDOZA NEIRA,ESC CUNUCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TOCA,I.E. TECNICA RAFAEL URIBE,ESC LEONERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOCA,I.E. TECNICA PLINIO MENDOZA NEIRA,ESC PASO GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TOCA,I.E. TECNICA PLINIO MENDOZA NEIRA,ESC SAN ANTONIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOCA,I.E. TECNICA RAFAEL URIBE,SEDE EL PINO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOCA,I.E. TECNICA RAFAEL URIBE,SEDE SAN RAFAEL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TOGÜÍ,I.E. HAYDEE CAMACHO SAAVEDRA,ESC CARARE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOGÜÍ,I.E. HAYDEE CAMACHO SAAVEDRA,ESC EL MIRTO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TOGÜÍ,I.E. HAYDEE CAMACHO SAAVEDRA,ESC EL TABLON,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TOGÜÍ,I.E. HAYDEE CAMACHO SAAVEDRA,ESC FUNCIAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOGÜÍ,I.E. HAYDEE CAMACHO SAAVEDRA,ESC GACHANZUCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOGÜÍ,I.E. HAYDEE CAMACHO SAAVEDRA,ESC JOSE MARIANO SANCHEZ,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOGÜÍ,I.E. HAYDEE CAMACHO SAAVEDRA,ESC SANTA MARIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TÓPAGA,I.E. TECNICA CARLOS JULIO UMAÑA TORRES,CENT EDUC ATRAVIEZAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TÓPAGA,I.E. TECNICA CARLOS JULIO UMAÑA TORRES,CENT EDUC LA ESPERANZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TÓPAGA,I.E. VADO CASTRO,I.E. VADO CASTRO - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,4.5,18.0,2032-12-01,2997,Media,0.5
TOTA,I.E. JORGE ELIECER GAITAN,ESC RANCHERIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR CORALES,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR DONSIQUIRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR EL TOBAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR GUÁQUIRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
