MUNICIPIO,NOMBRE INSTITUCION EDUCATIVA,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,DURACIÓN_RESTANTE_CONTRATO,CALIDAD_CONECTIVIDAD,ESTADO_NUM
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR LA PUERTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR MONGATA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR PANTANO HONDO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR ROMERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR TOTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RURAL RIO SECO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RURAL TOQUECHA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TUNJA,INSTITUCION EDUCATIVA RURAL DEL SUR,BARON GALLERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TUNJA,INSTITUCION EDUCATIVA RURAL DEL SUR,BARON GERMANIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TUNJA,INSTITUCION EDUCATIVA RURAL DEL SUR,CHORRO BLANCO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TUNJA,GUSTAVO ROJAS PINILLA.,FLORENCIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TUNJA,INSTITUCION EDUCATIVA RURAL DEL SUR,FRANCISCO DE PAULA SANTANDER,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TUNJA,GUSTAVO ROJAS PINILLA.,LA ESPERANZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TUNJA,INSTITUCION EDUCATIVA RURAL DEL SUR,RUNTA ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TUNUNGUÁ,I.E. LUIS GUILLERMO ROJAS BARRERA,ESC RUR ANCAMAY,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TUNUNGUÁ,I.E. LUIS GUILLERMO ROJAS BARRERA,ESC RUR CALICHAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TURMEQUÉ,I.E. TECNICA INDUSTRIAL,ESC GUANZAQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TURMEQUÉ,I.E. DIEGO DE TORRES,ESC MARCO FIDEL SUÁREZ,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TURMEQUÉ,I.E. DIEGO DE TORRES,ESC POZO NEGRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TURMEQUÉ,I.E. DIEGO DE TORRES,ESC SIGUINEQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
TURMEQUÉ,I.E. TEGUANEQUE,I.E. TEGUANEQUE - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
TUTA,I.E. TECNICA CHICAMOCHA,ESC AGUA BLANCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TUTA,I.E. EL CRUCE,ESC ALIZAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TUTA,I.E. EL CRUCE,ESC EL CRUCE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,1.0
TUTA,I.E. TECNICA CHICAMOCHA,ESC GENERAL SANTANDER,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
TUTA,I.E. SAN NICOLAS,ESC SIDERURGICA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,5.25,21.0,2032-12-01,2997,Alta,1.0
TUTA,I.E. EL CRUCE,I.E. EL CRUCE - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,4.5,18.0,2032-12-01,2997,Media,1.0
TUTA,I.E. SAN NICOLAS,I.E. SAN NICOLAS - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
TUTAZÁ,I.E. TECNICA PIO MORANTES,ESC LLANO DEL CARMEN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TUTAZÁ,I.E. TECNICA PIO MORANTES,ESC TIESTECITOS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TUTAZÁ,I.E. TECNICA LA LIBERTAD,I.E. TECNICA LA LIBERTAD - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,4.5,18.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. TECNICA AGROPECUARIA,ESC ALTAMIZAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. TECNICA AGROPECUARIA,ESC BOQUERON,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
UMBITA,I.E. TECNICA AGROPECUARIA,ESC CHUSCAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. SAN ISIDRO,ESC GAUNZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. SAN ISIDRO,ESC LA PALMA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. DIVINO NIÑO,ESC LLANO VERDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. DIVINO NIÑO,ESC LOS PUENTES,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. TECNICA AGROPECUARIA,ESC NUEVE PILAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
UMBITA,I.E. DIVINO NIÑO,ESC PALOCAIDO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. TECNICA AGROPECUARIA,ESC PAVAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. TECNICA SAN IGNACIO,ESC ROSAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. DIVINO NIÑO,ESC TAMBOR GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. TECNICA SAN IGNACIO,ESC TASVITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. SAN ISIDRO,ESC UVERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
UMBITA,I.E. TECNICA SAN IGNACIO,ESCULA JUPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
VENTAQUEMADA,I.E. PUENTE DE PIEDRA,CENT EDUC BOJIRQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. PANAMERICANO PUENTE BOYACA,CENT EDUC BOLIVARIANA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. SAN ANTONIO DE PADUA,CENT EDUC EL BOQUERON,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. SAN ANTONIO DE PADUA,CENT EDUC EL FRUTILLO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. FRANCISCO DE PAULA SANTANDER,CENT EDUC MATANEGRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. FRANCISCO DE PAULA SANTANDER,CENT EDUC MONTOYA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. PANAMERICANO PUENTE BOYACA,CENT EDUC PALO BLANCO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. PANAMERICANO PUENTE BOYACA,CENT EDUC PUENTE BOYACA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,4.5,18.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. PUENTE DE PIEDRA,CENT EDUC SAN JOSE DEL GACAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. PUENTE DE PIEDRA,CENT EDUC SUPATA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
VENTAQUEMADA,I.E. PUENTE DE PIEDRA,I.E. PUENTE DE PIEDRA - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,4.5,18.0,2032-12-01,2997,Media,1.0
VILLA DE LEYVA,I.E. LUIS CARLOS GALAN SARMIENTO,ESC CAPILLA 2,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
VILLA DE LEYVA,I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE,ESC EL ROBLE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
VILLA DE LEYVA,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,ESC LLANO BLANCO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.75,15.0,2032-12-01,2997,Media,0.5
VILLA DE LEYVA,I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE,ESC SABANA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
VILLA DE LEYVA,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,SALTO Y LA LAVANDERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
VIRACACHÁ,I.E. TECNICA AGROPECUARIA,CEN EDU CAROS ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
VIRACACHÁ,I.E. TECNICA AGROPECUARIA,CEN EDU CHEN ALTO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
VIRACACHÁ,I.E. TECNICA AGROPECUARIA,CEN EDU ICARINA ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
VIRACACHÁ,I.E. TECNICA AGROPECUARIA,CEN EDU PUEBLO VIEJO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
ZETAQUIRA,I.E. LIBARDO CUERVO PATARROYO,BARRANCAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
ZETAQUIRA,I.E. SAN JOSE DE LA FLORIDA,ESC GUANATÁ CENTRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
ZETAQUIRA,I.E. SAN JOSE DE LA FLORIDA,ESC GUANATÁ CRUCERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
ZETAQUIRA,I.E. SAN JOSE DE LA FLORIDA,ESC JURACAMBITA CARBONERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
ZETAQUIRA,I.E. SAN JOSE DE LA FLORIDA,ESC JURACAMBITA PÁRAMO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
ZETAQUIRA,I.E. LIBARDO CUERVO PATARROYO,I.E. LIBARDO CUERVO PATARROYO - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,4.5,18.0,2032-12-01,2997,Media,0.5
BUSBANZÁ,I.E. ECOLOGICO DE BUSBANZA,ESC CUSAGOTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,1.0
GUATEQUE,I.E. TECNICA ENRIQUE OLAYA HERRERA,ESC PIEDRA PARADA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
LABRANZAGRANDE,I.E. TECNICA VALENTIN GARCIA,ESC RUR LA PALMA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
TIBASOSA,I.E. TECNICO INDUSTRIAL,ESC PEÑA NEGRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0,2032-12-01,2997,Media,0.5
MONIQUIRÁ,I.E. HERNANDO GELVEZ SUAREZ,ESC TIERRA DE GONZALEZ,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
BUSBANZÁ,I.E. ECOLOGICO DE BUSBANZA,ESC CUSAGOTA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
GUATEQUE,I.E. TECNICA ENRIQUE OLAYA HERRERA,ESC PIEDRA PARADA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
LABRANZAGRANDE,I.E. TECNICA VALENTIN GARCIA,ESC RUR LA PALMA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TIBASOSA,I.E. TECNICO INDUSTRIAL,ESC PEÑA NEGRA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
NOBSA,I.E. TECNICA DE NAZARETH,I.E. TECNICA DE NAZARETH - SEDE PRINCIPAL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
DUITAMA,I.E. AGROINDUSTRIAL LA PRADERA,SEDE LA FLORIDA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
ALMEIDA,I.E. ENRIQUE SUAREZ,ESC BELEN JOSE SALVADOR DIAZ PERILLA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SOGAMOSO,INSTITUCION EDUCATIVA EL CRUCERO,CINTAS NO 2,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TUNJA,GUSTAVO ROJAS PINILLA.,PORVENIR,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
AQUITANIA,I.E. TECNICA RAMON IGNACIO AVELLA,ESC HATOVIEJO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
ARCABUCO,I.E. TECNICO ALEJANDRO DE HUMBOLDT,ESC CABECERAS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
BELÉN,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,ESC TUATE BAJO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
BERBEO,I.E. CAMPO ELIAS CORTES,ESC RODEO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
BETÉITIVA,I.E. TECNICO AGROPECUARIO SANTA RITA DE CASIA,ESC RURAL VILLA FRANCA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
BOAVITA,I.E. TECNICO AGRICOLA,ESC RURAL LAS MINAS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
BOYACÁ,I.E. TECNICA AGROPECUARIA SAN ISIDRO,ESC SOCONZAQUE OCCIDENTE,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
BRICEÑO,I.E. TECNICA MANUEL BRICEÑO,ESC RURAL VIJAGUAL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
BUENAVISTA,I.E. TECNICA AGROPECUARIA LA GRANJA,ESC SARVITH,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CALDAS,I.E. TECNICA AGRICOLA ANTONIO NARIÑO,ESC LAS VUELTAS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CAMPOHERMOSO,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,ESC RUR ENCENILLO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CERINZA,I.E. DE CERINZA,ESC RUR LA MESETA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CHINAVITA,I.E. JUAN DE JESUS ACEVEDO,ESC VALLE,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CHIQUINQUIRÁ,I.E. TECNICA LOS COMUNEROS,SEDE SANTA TERESA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CHÍQUIZA,I.E. TECNICA EL CERRO,ESC PUENTE PIEDRA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CHISCAS,I.E. TECNICO AGROPECUARIO,ESC DUARTES ABAJO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CHITA,I.E. JOSE MARIA POTIER,SEDE LA COLORADA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CHITARAQUE,I.E. SAN PEDRO CLAVER,ESC GUAYACAN Y PEÑA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CHIVATÁ,I.E. AGROPECUARIO,ESC CARBONERAS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CHIVOR,I.E. TECNICO AGROPECUARIO LA ESMERALDA,ESC CAMOYO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CIÉNEGA,I.E. SANTO DOMINGO SAVIO,ESC PLAN,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
